iteration design nrow ncol nstep y 
4 UniPro 80 8 1 -2.66273558449197
4 UniPro 80 8 2 -2.66273558449197
4 UniPro 80 8 3 -2.66273558449197
4 UniPro 80 8 4 -2.66273558449197
4 UniPro 80 8 5 -2.66273558449197
4 UniPro 80 8 6 -2.66273558449197
4 UniPro 80 8 7 -2.66273558449197
4 UniPro 80 8 8 -2.66273558449197
4 UniPro 80 8 9 -2.66273558449197
4 UniPro 80 8 10 -2.66273558449197
4 UniPro 80 8 11 -2.66273558449197
4 UniPro 80 8 12 -2.66273558449197
4 UniPro 80 8 13 -2.66273558449197
4 UniPro 80 8 14 -2.66273558449197
4 UniPro 80 8 15 -2.66273558449197
4 UniPro 80 8 16 -2.66273558449197
4 UniPro 80 8 17 -2.66273558449197
4 UniPro 80 8 18 -2.66273558449197
4 UniPro 80 8 19 -2.66273558449197
4 UniPro 80 8 20 -2.66273558449197
4 UniPro 80 8 21 -2.66273558449197
4 UniPro 80 8 22 -2.66273558449197
4 UniPro 80 8 23 -2.66273558449197
4 UniPro 80 8 24 -2.66273558449197
4 UniPro 80 8 25 -2.66273558449197
4 UniPro 80 8 26 -2.66273558449197
4 UniPro 80 8 27 -2.66273558449197
4 UniPro 80 8 28 -3.41709111489783
4 UniPro 80 8 29 -3.41709111489783
4 UniPro 80 8 30 -3.41709111489783
8 UniPro 80 8 1 -2.59423410270512
8 UniPro 80 8 2 -2.59423410270512
8 UniPro 80 8 3 -2.59423410270512
8 UniPro 80 8 4 -3.97828237137801
8 UniPro 80 8 5 -3.97828237137801
8 UniPro 80 8 6 -3.97828237137801
8 UniPro 80 8 7 -3.97828237137801
8 UniPro 80 8 8 -3.97828237137801
8 UniPro 80 8 9 -3.97828237137801
8 UniPro 80 8 10 -3.97828237137801
8 UniPro 80 8 11 -3.97828237137801
8 UniPro 80 8 12 -3.97828237137801
8 UniPro 80 8 13 -3.97828237137801
8 UniPro 80 8 14 -3.97828237137801
8 UniPro 80 8 15 -3.97828237137801
8 UniPro 80 8 16 -3.97828237137801
8 UniPro 80 8 17 -3.97828237137801
8 UniPro 80 8 18 -3.97828237137801
8 UniPro 80 8 19 -3.97828237137801
8 UniPro 80 8 20 -3.97828237137801
8 UniPro 80 8 21 -3.97828237137801
8 UniPro 80 8 22 -3.97828237137801
8 UniPro 80 8 23 -3.97828237137801
8 UniPro 80 8 24 -3.97828237137801
8 UniPro 80 8 25 -3.97828237137801
8 UniPro 80 8 26 -3.97828237137801
8 UniPro 80 8 27 -4.41471731805974
8 UniPro 80 8 28 -4.47401633794733
8 UniPro 80 8 29 -4.47401633794733
8 UniPro 80 8 30 -4.47401633794733
