iteration design nrow ncol nstep y 
2 UniPro 20 2 1 94.0997370338551
2 UniPro 20 2 2 94.0997370338551
2 UniPro 20 2 3 94.0997370338551
2 UniPro 20 2 4 94.0997370338551
2 UniPro 20 2 5 94.0997370338551
2 UniPro 20 2 6 94.0997370338551
2 UniPro 20 2 7 94.0997370338551
2 UniPro 20 2 8 94.0997370338551
2 UniPro 20 2 9 94.0997370338551
2 UniPro 20 2 10 94.0997370338551
2 UniPro 20 2 11 94.0997370338551
2 UniPro 20 2 12 94.0997370338551
2 UniPro 20 2 13 94.0997370338551
2 UniPro 20 2 14 94.0997370338551
2 UniPro 20 2 15 94.0997370338551
2 UniPro 20 2 16 94.0997370338551
2 UniPro 20 2 17 94.0997370338551
2 UniPro 20 2 18 94.0997370338551
2 UniPro 20 2 19 94.0997370338551
2 UniPro 20 2 20 94.0997370338551
2 UniPro 20 2 21 94.0997370338551
2 UniPro 20 2 22 94.0997370338551
2 UniPro 20 2 23 94.0997370338551
2 UniPro 20 2 24 94.0997370338551
2 UniPro 20 2 25 33.671779141269
2 UniPro 20 2 26 33.671779141269
2 UniPro 20 2 27 33.671779141269
2 UniPro 20 2 28 33.671779141269
2 UniPro 20 2 29 33.671779141269
2 UniPro 20 2 30 33.671779141269
9 UniPro 20 2 1 40.0541432309451
9 UniPro 20 2 2 40.0541432309451
9 UniPro 20 2 3 40.0541432309451
9 UniPro 20 2 4 40.0541432309451
9 UniPro 20 2 5 40.0541432309451
9 UniPro 20 2 6 40.0541432309451
9 UniPro 20 2 7 40.0541432309451
9 UniPro 20 2 8 40.0541432309451
9 UniPro 20 2 9 40.0541432309451
9 UniPro 20 2 10 40.0541432309451
9 UniPro 20 2 11 40.0541432309451
9 UniPro 20 2 12 40.0541432309451
9 UniPro 20 2 13 40.0541432309451
9 UniPro 20 2 14 40.0541432309451
9 UniPro 20 2 15 40.0541432309451
9 UniPro 20 2 16 40.0541432309451
9 UniPro 20 2 17 40.0541432309451
9 UniPro 20 2 18 40.0541432309451
9 UniPro 20 2 19 40.0541432309451
9 UniPro 20 2 20 40.0541432309451
9 UniPro 20 2 21 40.0541432309451
9 UniPro 20 2 22 40.0541432309451
9 UniPro 20 2 23 3.04704474327159
9 UniPro 20 2 24 3.04704474327159
9 UniPro 20 2 25 3.04704474327159
9 UniPro 20 2 26 3.04704474327159
9 UniPro 20 2 27 3.04704474327159
9 UniPro 20 2 28 3.04704474327159
9 UniPro 20 2 29 3.04704474327159
9 UniPro 20 2 30 3.04704474327159
3 UniPro 20 2 1 40.0541432309451
3 UniPro 20 2 2 40.0541432309451
3 UniPro 20 2 3 40.0541432309451
3 UniPro 20 2 4 40.0541432309451
3 UniPro 20 2 5 40.0541432309451
3 UniPro 20 2 6 40.0541432309451
3 UniPro 20 2 7 40.0541432309451
3 UniPro 20 2 8 40.0541432309451
3 UniPro 20 2 9 40.0541432309451
3 UniPro 20 2 10 40.0541432309451
3 UniPro 20 2 11 40.0541432309451
3 UniPro 20 2 12 40.0541432309451
3 UniPro 20 2 13 40.0541432309451
3 UniPro 20 2 14 40.0541432309451
3 UniPro 20 2 15 40.0541432309451
3 UniPro 20 2 16 40.0541432309451
3 UniPro 20 2 17 40.0541432309451
3 UniPro 20 2 18 40.0541432309451
3 UniPro 20 2 19 40.0541432309451
3 UniPro 20 2 20 40.0541432309451
3 UniPro 20 2 21 40.0541432309451
3 UniPro 20 2 22 40.0541432309451
3 UniPro 20 2 23 40.0541432309451
3 UniPro 20 2 24 40.0541432309451
3 UniPro 20 2 25 40.0541432309451
3 UniPro 20 2 26 40.0541432309451
3 UniPro 20 2 27 40.0541432309451
3 UniPro 20 2 28 40.0541432309451
3 UniPro 20 2 29 40.0541432309451
3 UniPro 20 2 30 40.0541432309451
7 UniPro 20 2 1 388.95486718852
7 UniPro 20 2 2 90.2771942280159
7 UniPro 20 2 3 90.2771942280159
7 UniPro 20 2 4 90.2771942280159
7 UniPro 20 2 5 90.2771942280159
7 UniPro 20 2 6 48.2897710723264
7 UniPro 20 2 7 48.2897710723264
7 UniPro 20 2 8 48.2897710723264
7 UniPro 20 2 9 48.2897710723264
7 UniPro 20 2 10 48.2897710723264
7 UniPro 20 2 11 48.2897710723264
7 UniPro 20 2 12 48.2897710723264
7 UniPro 20 2 13 48.2897710723264
7 UniPro 20 2 14 48.2897710723264
7 UniPro 20 2 15 48.2897710723264
7 UniPro 20 2 16 48.2897710723264
7 UniPro 20 2 17 48.2897710723264
7 UniPro 20 2 18 48.2897710723264
7 UniPro 20 2 19 48.2897710723264
7 UniPro 20 2 20 48.2897710723264
7 UniPro 20 2 21 48.2897710723264
7 UniPro 20 2 22 48.2897710723264
7 UniPro 20 2 23 48.2897710723264
7 UniPro 20 2 24 48.2897710723264
7 UniPro 20 2 25 48.2897710723264
7 UniPro 20 2 26 21.030266276609
7 UniPro 20 2 27 21.030266276609
7 UniPro 20 2 28 21.030266276609
7 UniPro 20 2 29 21.030266276609
7 UniPro 20 2 30 21.030266276609
6 UniPro 20 2 1 56.9389677655686
6 UniPro 20 2 2 56.9389677655686
6 UniPro 20 2 3 56.9389677655686
6 UniPro 20 2 4 56.9389677655686
6 UniPro 20 2 5 56.9389677655686
6 UniPro 20 2 6 56.9389677655686
6 UniPro 20 2 7 56.9389677655686
6 UniPro 20 2 8 56.9389677655686
6 UniPro 20 2 9 56.9389677655686
6 UniPro 20 2 10 56.9389677655686
6 UniPro 20 2 11 56.9389677655686
6 UniPro 20 2 12 56.9389677655686
6 UniPro 20 2 13 56.9389677655686
6 UniPro 20 2 14 56.9389677655686
6 UniPro 20 2 15 30.4365579213265
6 UniPro 20 2 16 30.4365579213265
6 UniPro 20 2 17 30.4365579213265
6 UniPro 20 2 18 30.4365579213265
6 UniPro 20 2 19 30.4365579213265
6 UniPro 20 2 20 30.4365579213265
6 UniPro 20 2 21 30.4365579213265
6 UniPro 20 2 22 30.4365579213265
6 UniPro 20 2 23 30.4365579213265
6 UniPro 20 2 24 30.4365579213265
6 UniPro 20 2 25 30.4365579213265
6 UniPro 20 2 26 30.4365579213265
6 UniPro 20 2 27 30.4365579213265
6 UniPro 20 2 28 30.4365579213265
6 UniPro 20 2 29 30.4365579213265
6 UniPro 20 2 30 30.4365579213265
8 UniPro 20 2 1 142.934384298256
8 UniPro 20 2 2 142.934384298256
8 UniPro 20 2 3 142.934384298256
8 UniPro 20 2 4 142.934384298256
8 UniPro 20 2 5 142.934384298256
8 UniPro 20 2 6 142.934384298256
8 UniPro 20 2 7 98.10868595228
8 UniPro 20 2 8 98.10868595228
8 UniPro 20 2 9 98.10868595228
8 UniPro 20 2 10 4.76870996367266
8 UniPro 20 2 11 4.76870996367266
8 UniPro 20 2 12 4.76870996367266
8 UniPro 20 2 13 4.76870996367266
8 UniPro 20 2 14 4.76870996367266
8 UniPro 20 2 15 4.76870996367266
8 UniPro 20 2 16 4.76870996367266
8 UniPro 20 2 17 4.76870996367266
8 UniPro 20 2 18 4.76870996367266
8 UniPro 20 2 19 4.76870996367266
8 UniPro 20 2 20 4.76870996367266
8 UniPro 20 2 21 4.76870996367266
8 UniPro 20 2 22 4.76870996367266
8 UniPro 20 2 23 4.76870996367266
8 UniPro 20 2 24 4.76870996367266
8 UniPro 20 2 25 4.76870996367266
8 UniPro 20 2 26 4.76870996367266
8 UniPro 20 2 27 4.76870996367266
8 UniPro 20 2 28 4.76870996367266
8 UniPro 20 2 29 4.76870996367266
8 UniPro 20 2 30 4.76870996367266
1 UniPro 20 2 1 303.362858227224
1 UniPro 20 2 2 303.362858227224
1 UniPro 20 2 3 303.362858227224
1 UniPro 20 2 4 303.362858227224
1 UniPro 20 2 5 303.362858227224
1 UniPro 20 2 6 303.362858227224
1 UniPro 20 2 7 303.362858227224
1 UniPro 20 2 8 303.362858227224
1 UniPro 20 2 9 303.362858227224
1 UniPro 20 2 10 303.362858227224
1 UniPro 20 2 11 303.362858227224
1 UniPro 20 2 12 303.362858227224
1 UniPro 20 2 13 303.362858227224
1 UniPro 20 2 14 303.362858227224
1 UniPro 20 2 15 303.362858227224
1 UniPro 20 2 16 303.362858227224
1 UniPro 20 2 17 35.0895548102099
1 UniPro 20 2 18 35.0895548102099
1 UniPro 20 2 19 35.0895548102099
1 UniPro 20 2 20 35.0895548102099
1 UniPro 20 2 21 35.0895548102099
1 UniPro 20 2 22 35.0895548102099
1 UniPro 20 2 23 35.0895548102099
1 UniPro 20 2 24 35.0895548102099
1 UniPro 20 2 25 35.0895548102099
1 UniPro 20 2 26 35.0895548102099
1 UniPro 20 2 27 35.0895548102099
1 UniPro 20 2 28 35.0895548102099
1 UniPro 20 2 29 35.0895548102099
1 UniPro 20 2 30 35.0895548102099
4 UniPro 20 2 1 381.113142552617
4 UniPro 20 2 2 6.45526531484417
4 UniPro 20 2 3 6.45526531484417
4 UniPro 20 2 4 6.45526531484417
4 UniPro 20 2 5 6.45526531484417
4 UniPro 20 2 6 6.45526531484417
4 UniPro 20 2 7 6.45526531484417
4 UniPro 20 2 8 6.45526531484417
4 UniPro 20 2 9 6.45526531484417
4 UniPro 20 2 10 6.45526531484417
4 UniPro 20 2 11 6.45526531484417
4 UniPro 20 2 12 6.45526531484417
4 UniPro 20 2 13 6.45526531484417
4 UniPro 20 2 14 6.45526531484417
4 UniPro 20 2 15 6.45526531484417
4 UniPro 20 2 16 6.45526531484417
