iteration design nrow ncol nstep y 
5 UniPro 40 4 1 119.426156470853
5 UniPro 40 4 2 26.1471890822219
5 UniPro 40 4 3 26.1471890822219
5 UniPro 40 4 4 26.1471890822219
5 UniPro 40 4 5 26.1471890822219
5 UniPro 40 4 6 11.9230347975254
5 UniPro 40 4 7 11.9230347975254
5 UniPro 40 4 8 11.9230347975254
5 UniPro 40 4 9 11.9230347975254
5 UniPro 40 4 10 11.9230347975254
5 UniPro 40 4 11 7.85545038830747
5 UniPro 40 4 12 7.85545038830747
5 UniPro 40 4 13 7.85545038830747
5 UniPro 40 4 14 7.85545038830747
5 UniPro 40 4 15 7.85545038830747
5 UniPro 40 4 16 7.66112308002181
5 UniPro 40 4 17 7.66112308002181
5 UniPro 40 4 18 7.66112308002181
5 UniPro 40 4 19 7.66112308002181
5 UniPro 40 4 20 2.49288517049936
5 UniPro 40 4 21 2.49288517049936
5 UniPro 40 4 22 2.49288517049936
5 UniPro 40 4 23 2.49288517049936
5 UniPro 40 4 24 0.766105376752932
5 UniPro 40 4 25 0.766105376752932
5 UniPro 40 4 26 0.766105376752932
5 UniPro 40 4 27 0.766105376752932
5 UniPro 40 4 28 0.766105376752932
5 UniPro 40 4 29 0.766105376752932
5 UniPro 40 4 30 0.766105376752932
3 UniPro 40 4 1 27.4146814659381
3 UniPro 40 4 2 27.4146814659381
3 UniPro 40 4 3 5.60335649363709
3 UniPro 40 4 4 5.60335649363709
3 UniPro 40 4 5 5.60335649363709
3 UniPro 40 4 6 5.60335649363709
3 UniPro 40 4 7 5.60335649363709
3 UniPro 40 4 8 5.60335649363709
3 UniPro 40 4 9 5.60335649363709
3 UniPro 40 4 10 5.60335649363709
3 UniPro 40 4 11 5.60335649363709
3 UniPro 40 4 12 5.60335649363709
3 UniPro 40 4 13 5.60335649363709
3 UniPro 40 4 14 5.60335649363709
3 UniPro 40 4 15 5.60335649363709
3 UniPro 40 4 16 5.60335649363709
3 UniPro 40 4 17 5.60335649363709
3 UniPro 40 4 18 5.60335649363709
3 UniPro 40 4 19 5.60335649363709
3 UniPro 40 4 20 5.60335649363709
3 UniPro 40 4 21 5.60335649363709
3 UniPro 40 4 22 1.85413233298365
3 UniPro 40 4 23 1.85413233298365
3 UniPro 40 4 24 1.85413233298365
3 UniPro 40 4 25 1.85413233298365
3 UniPro 40 4 26 1.85413233298365
3 UniPro 40 4 27 1.85413233298365
3 UniPro 40 4 28 1.85413233298365
3 UniPro 40 4 29 1.85413233298365
3 UniPro 40 4 30 1.85413233298365
7 UniPro 40 4 1 34.9139420207192
7 UniPro 40 4 2 34.9139420207192
7 UniPro 40 4 3 34.9139420207192
7 UniPro 40 4 4 34.9139420207192
7 UniPro 40 4 5 19.6050484449116
7 UniPro 40 4 6 19.6050484449116
7 UniPro 40 4 7 18.9763151542518
7 UniPro 40 4 8 18.9763151542518
7 UniPro 40 4 9 18.9763151542518
7 UniPro 40 4 10 7.4377262048735
7 UniPro 40 4 11 7.4377262048735
7 UniPro 40 4 12 7.4377262048735
7 UniPro 40 4 13 6.87755330670249
7 UniPro 40 4 14 6.87755330670249
7 UniPro 40 4 15 6.87755330670249
7 UniPro 40 4 16 6.87755330670249
7 UniPro 40 4 17 6.87755330670249
7 UniPro 40 4 18 1.95493224668405
7 UniPro 40 4 19 1.95493224668405
7 UniPro 40 4 20 1.95493224668405
7 UniPro 40 4 21 0.956416869038495
7 UniPro 40 4 22 0.956416869038495
7 UniPro 40 4 23 0.956416869038495
7 UniPro 40 4 24 0.956416869038495
7 UniPro 40 4 25 0.956416869038495
7 UniPro 40 4 26 0.956416869038495
7 UniPro 40 4 27 0.956416869038495
7 UniPro 40 4 28 0.956416869038495
7 UniPro 40 4 29 0.956416869038495
7 UniPro 40 4 30 0.956416869038495
1 UniPro 40 4 1 53.3295581877432
1 UniPro 40 4 2 42.4474771106725
1 UniPro 40 4 3 6.18791239086796
1 UniPro 40 4 4 6.18791239086796
1 UniPro 40 4 5 2.65349229462007
1 UniPro 40 4 6 2.65349229462007
1 UniPro 40 4 7 2.65349229462007
1 UniPro 40 4 8 2.65349229462007
1 UniPro 40 4 9 2.65349229462007
1 UniPro 40 4 10 2.65349229462007
1 UniPro 40 4 11 2.65349229462007
1 UniPro 40 4 12 2.65349229462007
1 UniPro 40 4 13 2.65349229462007
1 UniPro 40 4 14 2.65349229462007
