iteration design nrow ncol nstep y 
6 UniPro 80 8 1 9.38364746930224
6 UniPro 80 8 2 9.38364746930224
6 UniPro 80 8 3 9.38364746930224
6 UniPro 80 8 4 9.38364746930224
6 UniPro 80 8 5 9.38364746930224
6 UniPro 80 8 6 5.08562623342072
6 UniPro 80 8 7 5.08562623342072
6 UniPro 80 8 8 5.08562623342072
6 UniPro 80 8 9 5.08562623342072
6 UniPro 80 8 10 5.08562623342072
6 UniPro 80 8 11 5.08562623342072
6 UniPro 80 8 12 5.08562623342072
6 UniPro 80 8 13 5.08562623342072
6 UniPro 80 8 14 3.03516733210222
6 UniPro 80 8 15 3.03516733210222
6 UniPro 80 8 16 3.03516733210222
6 UniPro 80 8 17 2.31385187258551
6 UniPro 80 8 18 2.31385187258551
6 UniPro 80 8 19 2.31385187258551
6 UniPro 80 8 20 2.31385187258551
6 UniPro 80 8 21 2.31385187258551
6 UniPro 80 8 22 2.31385187258551
6 UniPro 80 8 23 2.039398562108
6 UniPro 80 8 24 2.039398562108
6 UniPro 80 8 25 2.039398562108
6 UniPro 80 8 26 0.722918840644564
6 UniPro 80 8 27 0.722918840644564
6 UniPro 80 8 28 0.722918840644564
6 UniPro 80 8 29 0.722918840644564
6 UniPro 80 8 30 0.722918840644564
8 UniPro 80 8 1 8.46883977689906
8 UniPro 80 8 2 8.46883977689906
8 UniPro 80 8 3 8.46883977689906
8 UniPro 80 8 4 8.46883977689906
8 UniPro 80 8 5 6.01314977568318
8 UniPro 80 8 6 4.31729080735097
8 UniPro 80 8 7 3.44434583494426
8 UniPro 80 8 8 3.44434583494426
8 UniPro 80 8 9 3.44434583494426
8 UniPro 80 8 10 3.11637338240283
8 UniPro 80 8 11 2.71215294993061
8 UniPro 80 8 12 2.71215294993061
8 UniPro 80 8 13 2.26248563928004
8 UniPro 80 8 14 2.26248563928004
8 UniPro 80 8 15 2.26248563928004
8 UniPro 80 8 16 2.26248563928004
8 UniPro 80 8 17 2.26248563928004
8 UniPro 80 8 18 1.58495385986922
8 UniPro 80 8 19 1.58495385986922
8 UniPro 80 8 20 1.58495385986922
8 UniPro 80 8 21 1.58495385986922
8 UniPro 80 8 22 1.58495385986922
8 UniPro 80 8 23 1.58495385986922
8 UniPro 80 8 24 1.58495385986922
8 UniPro 80 8 25 1.58495385986922
8 UniPro 80 8 26 1.58495385986922
8 UniPro 80 8 27 1.58495385986922
8 UniPro 80 8 28 1.58495385986922
8 UniPro 80 8 29 1.58495385986922
8 UniPro 80 8 30 1.58495385986922
3 UniPro 80 8 1 2.40175236983552
3 UniPro 80 8 2 2.40175236983552
3 UniPro 80 8 3 2.40175236983552
3 UniPro 80 8 4 2.40175236983552
3 UniPro 80 8 5 2.40175236983552
3 UniPro 80 8 6 2.40175236983552
3 UniPro 80 8 7 2.40175236983552
3 UniPro 80 8 8 2.40175236983552
3 UniPro 80 8 9 2.40175236983552
3 UniPro 80 8 10 2.40175236983552
3 UniPro 80 8 11 2.22858881270325
3 UniPro 80 8 12 2.22858881270325
