"DE1" "DE4" "DEoptim"
"1" 0.106548374000363 0.108817836554285 0.104807546057385
"2" 0.10688168183421 0.107464885544747 0.104900194528586
"3" 0.106252238886721 0.108674585584629 0.103987592920012
"4" 0.108196666803399 0.108825599759697 0.103946850258902
"5" 0.106310604590275 0.107501038281398 0.104729007353442
"6" 0.109240449581226 0.108995030297359 0.103382176242742
"7" 0.107630179484001 0.107501888267501 0.105066168456822
"8" 0.107227512794739 0.108511218280153 0.104500757786254
"9" 0.106442239084934 0.107501888267501 0.106035039137205
"10" 0.105168280105254 0.109102695187425 0.105354937025567
"11" 0.10673197097107 0.10987703241086 0.104248425282831
"12" 0.106255525499109 0.107186373473508 0.105379643284602
"13" 0.107387933481112 0.108282912047147 0.105060331886446
"14" 0.105727060885529 0.107767027225956 0.104924617459031
"15" 0.106698764852364 0.108706318394318 0.105027465762131
"16" 0.107990686868967 0.108784177109841 0.105985513287755
"17" 0.107440179285743 0.106842695810763 0.103924127300672
"18" 0.106941067521044 0.108934284632885 0.106184976663128
"19" 0.108289315274967 0.106631899289028 0.105674248423573
"20" 0.108378053810775 0.108311868236063 0.104571929945139
"21" 0.106225889321396 0.106788070045657 0.105065998459681
"22" 0.107089021746515 0.10794127435099 0.106135564145175
"23" 0.107451965757739 0.108584543736977 0.105465775196694
"24" 0.106558177172145 0.107375977011711 0.104903934467097
"25" 0.108211853219773 0.108839539529625 0.103969403220119
"26" 0.106972403670524 0.107506818186137 0.104310304261841
"27" 0.107188243442639 0.107537531012593 0.103856355085447
"28" 0.108446052688834 0.10707032205504 0.105514734388971
"29" 0.106309301278511 0.109062462518 0.104578446504206
"30" 0.108005646622094 0.10884044618114 0.103944583629667
"31" 0.105482661584697 0.107512711422286 0.104207909284715
"32" 0.107076838614013 0.108830869672456 0.10379113282831
"33" 0.107047429099501 0.106907011416309 0.105119094250299
"34" 0.105707851202296 0.10709570830281 0.105387179826819
"35" 0.104932607327204 0.108361960742966 0.105610329478201
"36" 0.105851215503498 0.1083432043858 0.104099791068762
"37" 0.104329457279135 0.108922838155178 0.103338996955298
"38" 0.106053455499928 0.107103924833821 0.10436923662293
"39" 0.106711571307663 0.1079846236356 0.103930303865234
"40" 0.106724094434279 0.109493858733257 0.105211572724299
"41" 0.106728571027042 0.108021003035384 0.1054959213658
"42" 0.107147274118632 0.107400739936318 0.104250181920673
"43" 0.105194686336397 0.108411316595194 0.103335653677008
"44" 0.105235542328892 0.109165764146924 0.104470328288208
"45" 0.105962167006243 0.107509594807053 0.104101377709238
"46" 0.107213006367367 0.106751123988415 0.105555760378601
"47" 0.107501038281332 0.108628459679086 0.10432288405432
"48" 0.105795739752133 0.109179193925221 0.104429812290051
"49" 0.106268728614557 0.108839482863814 0.10473286062317
"50" 0.104811965984612 0.10746885214593 0.103804845935227
"51" 0.106315761171889 0.108422593075846 0.106038382415272
"52" 0.105686601553093 0.108868325721347 0.103911320845106
"53" 0.106017472760369 0.107515431377457 0.103862361652968
"54" 0.10572938418044 0.108656509216237 0.102974806297597
"55" 0.10759011681177 0.106590646636203 0.103769316521656
"56" 0.108675888896459 0.107138434264513 0.102877284573311
"57" 0.1073924667397 0.107340220934921 0.10531770763976
"58" 0.107001813185438 0.107049015739959 0.105044975473308
"59" 0.106583733416928 0.108331644576447 0.104766690064938
"60" 0.107474575384882 0.10706057554918 0.104591932948324
"61" 0.106445185702964 0.106438385815328 0.104788903031679
"62" 0.105888161560572 0.1080202663809 0.104407939317624
"63" 0.106991896682219 0.109905081948067 0.104370143274569
"64" 0.106719504510085 0.10835714415576 0.105479601635306
"65" 0.107051452366249 0.107971307188721 0.104806186079904
"66" 0.105684844915421 0.108879602201892 0.103616772371883
"67" 0.107095424974078 0.108299118446509 0.105799253027686
"68" 0.104888861382355 0.110050826210045 0.104855655263567
"69" 0.105436139018943 0.108442199418968 0.105370180107374
"70" 0.106014299479335 0.109009593390223 0.104791566321084
"71" 0.106443655728313 0.107523534576895 0.104431058936212
"72" 0.107379093626819 0.109424953203527 0.104789696351949
"73" 0.107632616110513 0.107908634889489 0.105713687772818
"74" 0.106572513602115 0.108943861141467 0.102899157545841
"75" 0.107334384364662 0.107530277799143 0.103795326092448
"76" 0.107440632611467 0.106178290106777 0.105312777721106
"77" 0.106621416128602 0.109505985199761 0.102078751082556
"78" 0.108588510338244 0.106980450204408 0.10299237267446
"79" 0.106689641669492 0.108021456361299 0.10432594400377
"80" 0.106602376442656 0.107382720233657 0.102617868853735
"81" 0.107840806008699 0.107087038445912 0.105063051841544
"82" 0.107000056547686 0.108086508621263 0.104948133737626
"83" 0.107088228426245 0.107227966120487 0.104386576336768
"84" 0.106725624409096 0.109603053598136 0.105747573880266
"85" 0.107275565335165 0.107939291050286 0.104449815293298
"86" 0.10778278029935 0.106935287616256 0.104776889896737
"87" 0.107472422086977 0.109042969506257 0.105622965936459
"88" 0.107310584757315 0.108336914489471 0.105057838594425
"89" 0.106473518568965 0.107662252288077 0.103586682868251
"90" 0.10744544919852 0.107216406311336 0.104657325202699
"91" 0.105974746798684 0.108331134584937 0.105151733711704
"92" 0.105191003063859 0.107623379596161 0.10335458003137
"93" 0.105970496868609 0.106771976977747 0.1055670368591
"94" 0.107057968925517 0.109245436165625 0.104355466850024
"95" 0.107347474148544 0.106499754802668 0.104363400052505
"96" 0.106775886913178 0.108217349795603 0.103903104313997
"97" 0.1066393224999 0.108362470734476 0.104256415151001
"98" 0.105868838546075 0.106010446209406 0.10428293471355
"99" 0.10611595780205 0.105661101973759 0.104456275186741
"100" 0.105990386540532 0.106780816831655 0.103926280598129
