"DE1" "DE4" "SO_optim"
0.167558911111115 0.175884031111108 0.168636031111107
0.17023283111111 0.172042111111111 0.167994751111109
0.168950271111114 0.169985791111112 0.165988991111102
0.168085631111113 0.173959551111109 0.166385791111112
0.170839551111114 0.168647551111116 0.170587391111102
0.171276671111109 0.168932991111113 0.169826431111117
0.168894591111114 0.171169791111113 0.166902911111114
0.168354431111108 0.17023795111111 0.166617471111116
0.16930035111111 0.170282751111112 0.167597951111112
0.170185471111112 0.169512831111114 0.170713471111118
0.16854323111111 0.169640831111116 0.167298431111108
0.168440191111105 0.168423551111109 0.167401471111113
0.169420671111115 0.169748991111107 0.168307711111107
0.167489791111114 0.171276671111102 0.168460671111113
0.170476031111116 0.171724031111112 0.168593791111109
0.168646271111107 0.170756991111104 0.166927871111118
0.169863551111114 0.169359871111115 0.167513471111103
0.171736191111119 0.17132083111112 0.166484991111111
0.17000179111111 0.17067571111111 0.16647155111111
0.167868671111106 0.169080191111108 0.168327551111104
0.171700351111109 0.168844671111112 0.166886911111108
0.170504831111105 0.169730431111112 0.169573631111114
0.172597631111118 0.169756671111111 0.168818431111106
0.165166591111106 0.169792511111121 0.167082111111098
0.169478911111104 0.174056191111119 0.16762035111112
0.168968191111105 0.16983155111111 0.1687870711111
0.168285951111104 0.171057151111112 0.16645939111111
0.171856511111117 0.168418431111116 0.171107071111107
0.170149631111109 0.169818111111115 0.168278911111111
0.170772991111103 0.168493311111115 0.17086579111112
0.170794111111115 0.169339391111113 0.166871551111114
0.168465151111102 0.168822911111109 0.166388991111106
0.172105471111114 0.171940351111108 0.171476991111107
0.170784511111112 0.171699711111105 0.170530431111107
0.174013951111107 0.169718271111112 0.16753075111111
0.170908031111104 0.16934195111111 0.167810431111109
0.168574591111116 0.169535871111098 0.169860991111118
0.166707071111112 0.169028991111105 0.168305791111108
0.170525311111114 0.169201791111115 0.170115071111109
0.167734271111109 0.172055551111099 0.168647551111102
0.169542271111107 0.170192511111111 0.169641471111114
0.171276671111116 0.168026751111119 0.166721791111116
0.170666111111099 0.169016191111114 0.16721907111112
0.169411071111111 0.169167871111105 0.169023231111114
0.170314751111109 0.168135551111115 0.169978111111101
0.169201791111108 0.170735871111112 0.168672511111113
0.169871871111109 0.171199871111111 0.171651711111109
0.170277631111104 0.169489791111102 0.168336511111117
0.16829747111112 0.171960191111112 0.168019711111113
0.17015475111111 0.172004351111109 0.167279231111116
