method values ind nstep y
RSO 0.104608264012258 X7 16 0.104608264012258
RSO 0.104608264012258 X7 17 0.104608264012258
RSO 0.104608264012258 X7 18 0.104608264012258
RSO 0.104608264012258 X7 19 0.104608264012258
RSO 0.104608264012258 X7 20 0.104608264012258
RSO 0.104608264012258 X7 21 0.104608264012258
RSO 0.104569374320605 X7 22 0.104569374320605
RSO 0.104569374320605 X7 23 0.104569374320605
RSO 0.104569374320605 X7 24 0.104569374320605
RSO 0.104569374320605 X7 25 0.104569374320605
RSO 0.104569374320605 X7 26 0.104569374320605
RSO 0.109470455786096 X8 1 0.109470455786096
RSO 0.108112795854148 X8 2 0.108112795854148
RSO 0.10546374656346 X8 3 0.10546374656346
RSO 0.10546374656346 X8 4 0.10546374656346
RSO 0.10546374656346 X8 5 0.10546374656346
RSO 0.104926612092847 X8 6 0.104926612092847
RSO 0.104926612092847 X8 7 0.104926612092847
RSO 0.104926612092847 X8 8 0.104926612092847
RSO 0.104926612092847 X8 9 0.104926612092847
RSO 0.104926612092847 X8 10 0.104926612092847
RSO 0.104926612092847 X8 11 0.104926612092847
RSO 0.104796484906611 X8 12 0.104796484906611
RSO 0.104796484906611 X8 13 0.104796484906611
RSO 0.104796484906611 X8 14 0.104796484906611
RSO 0.104796484906611 X8 15 0.104796484906611
RSO 0.104796484906611 X8 16 0.104796484906611
RSO 0.104625700057898 X8 17 0.104625700057898
RSO 0.104625700057898 X8 18 0.104625700057898
RSO 0.104625700057898 X8 19 0.104625700057898
RSO 0.104625700057898 X8 20 0.104625700057898
RSO 0.104625700057898 X8 21 0.104625700057898
RSO 0.104625700057898 X8 22 0.104625700057898
RSO 0.104625700057898 X8 23 0.104625700057898
RSO 0.104625700057898 X8 24 0.104625700057898
RSO 0.104625700057898 X8 25 0.104625700057898
RSO 0.104625700057898 X8 26 0.104625700057898
RSO 0.108791418990202 X9 1 0.108791418990202
RSO 0.108568818996435 X9 2 0.108568818996435
RSO 0.104874938612126 X9 3 0.104874938612126
RSO 0.104874938612126 X9 4 0.104874938612126
RSO 0.104874938612126 X9 5 0.104874938612126
RSO 0.104874938612126 X9 6 0.104874938612126
RSO 0.104874938612126 X9 7 0.104874938612126
RSO 0.104874938612126 X9 8 0.104874938612126
RSO 0.104874938612126 X9 9 0.104874938612126
RSO 0.104874938612126 X9 10 0.104874938612126
RSO 0.104874938612126 X9 11 0.104874938612126
RSO 0.104874938612126 X9 12 0.104874938612126
RSO 0.104874938612126 X9 13 0.104874938612126
RSO 0.104874938612126 X9 14 0.104874938612126
RSO 0.104874938612126 X9 15 0.104874938612126
RSO 0.104874938612126 X9 16 0.104874938612126
RSO 0.104436209851152 X9 17 0.104436209851152
RSO 0.104436209851152 X9 18 0.104436209851152
RSO 0.104436209851152 X9 19 0.104436209851152
RSO 0.104436209851152 X9 20 0.104436209851152
RSO 0.104436209851152 X9 21 0.104436209851152
RSO 0.104436209851152 X9 22 0.104436209851152
RSO 0.104436209851152 X9 23 0.104436209851152
RSO 0.104436209851152 X9 24 0.104436209851152
RSO 0.104436209851152 X9 25 0.104436209851152
RSO 0.104436209851152 X9 26 0.104436209851152
RSO 0.107434150051805 X10 1 0.107434150051805
RSO 0.10742269224086 X10 2 0.10742269224086
RSO 0.107247045472364 X10 3 0.107247045472364
RSO 0.107247045472364 X10 4 0.107247045472364
RSO 0.105436382681633 X10 5 0.105436382681633
RSO 0.105436382681633 X10 6 0.105436382681633
RSO 0.105226345480579 X10 7 0.105226345480579
RSO 0.105226345480579 X10 8 0.105226345480579
RSO 0.104713577274592 X10 9 0.104713577274592
RSO 0.104713577274592 X10 10 0.104713577274592
RSO 0.104713577274592 X10 11 0.104713577274592
RSO 0.104713577274592 X10 12 0.104713577274592
RSO 0.104713577274592 X10 13 0.104713577274592
RSO 0.104713577274592 X10 14 0.104713577274592
RSO 0.104713577274592 X10 15 0.104713577274592
RSO 0.104520477460737 X10 16 0.104520477460737
RSO 0.104520477460737 X10 17 0.104520477460737
RSO 0.104520477460737 X10 18 0.104520477460737
RSO 0.104520477460737 X10 19 0.104520477460737
RSO 0.104520477460737 X10 20 0.104520477460737
RSO 0.104301447408066 X10 21 0.104301447408066
RSO 0.104301447408066 X10 22 0.104301447408066
RSO 0.104301447408066 X10 23 0.104301447408066
RSO 0.104301447408066 X10 24 0.104301447408066
RSO 0.104301447408066 X10 25 0.104301447408066
RSO 0.103726902221394 X10 26 0.103726902221394
RSO 0.112997563255484 X11 1 0.112997563255484
RSO 0.111641858291286 X11 2 0.111641858291286
RSO 0.111641858291286 X11 3 0.111641858291286
RSO 0.108936177268356 X11 4 0.108936177268356
RSO 0.108936177268356 X11 5 0.108936177268356
RSO 0.108936177268356 X11 6 0.108936177268356
RSO 0.105290417423394 X11 7 0.105290417423394
RSO 0.105290417423394 X11 8 0.105290417423394
RSO 0.105290417423394 X11 9 0.105290417423394
RSO 0.105290417423394 X11 10 0.105290417423394
RSO 0.105290417423394 X11 11 0.105290417423394
RSO 0.105290417423394 X11 12 0.105290417423394
RSO 0.105290417423394 X11 13 0.105290417423394
RSO 0.105290417423394 X11 14 0.105290417423394
RSO 0.105290417423394 X11 15 0.105290417423394
RSO 0.105143664511483 X11 16 0.105143664511483
RSO 0.104491708268759 X11 17 0.104491708268759
RSO 0.104491708268759 X11 18 0.104491708268759
RSO 0.104491708268759 X11 19 0.104491708268759
RSO 0.104491708268759 X11 20 0.104491708268759
RSO 0.104491708268759 X11 21 0.104491708268759
RSO 0.104491708268759 X11 22 0.104491708268759
RSO 0.104491708268759 X11 23 0.104491708268759
RSO 0.104491708268759 X11 24 0.104491708268759
RSO 0.103995905782837 X11 25 0.103995905782837
RSO 0.103995905782837 X11 26 0.103995905782837
RSO 0.112834020287279 X12 1 0.112834020287279
RSO 0.11156946215249 X12 2 0.11156946215249
RSO 0.11156946215249 X12 3 0.11156946215249
RSO 0.110238367115557 X12 4 0.110238367115557
RSO 0.110238367115557 X12 5 0.110238367115557
RSO 0.110238367115557 X12 6 0.110238367115557
RSO 0.110238367115557 X12 7 0.110238367115557
RSO 0.104612230613476 X12 8 0.104612230613476
RSO 0.104612230613476 X12 9 0.104612230613476
RSO 0.104612230613476 X12 10 0.104612230613476
RSO 0.104612230613476 X12 11 0.104612230613476
RSO 0.104612230613476 X12 12 0.104612230613476
RSO 0.104015330795657 X12 13 0.104015330795657
RSO 0.104015330795657 X12 14 0.104015330795657
RSO 0.104015330795657 X12 15 0.104015330795657
RSO 0.104015330795657 X12 16 0.104015330795657
RSO 0.104015330795657 X12 17 0.104015330795657
RSO 0.104015330795657 X12 18 0.104015330795657
RSO 0.104015330795657 X12 19 0.104015330795657
RSO 0.104015330795657 X12 20 0.104015330795657
RSO 0.104015330795657 X12 21 0.104015330795657
RSO 0.104015330795657 X12 22 0.104015330795657
RSO 0.104015330795657 X12 23 0.104015330795657
RSO 0.104015330795657 X12 24 0.104015330795657
RSO 0.104015330795657 X12 25 0.104015330795657
RSO 0.104015330795657 X12 26 0.104015330795657
RSO 0.109118901586739 X13 1 0.109118901586739
RSO 0.108234202184279 X13 2 0.108234202184279
RSO 0.106552017606993 X13 3 0.106552017606993
RSO 0.104517020851105 X13 4 0.104517020851105
RSO 0.104517020851105 X13 5 0.104517020851105
RSO 0.104517020851105 X13 6 0.104517020851105
RSO 0.104517020851105 X13 7 0.104517020851105
RSO 0.104517020851105 X13 8 0.104517020851105
RSO 0.104517020851105 X13 9 0.104517020851105
RSO 0.104517020851105 X13 10 0.104517020851105
RSO 0.104517020851105 X13 11 0.104517020851105
RSO 0.104517020851105 X13 12 0.104517020851105
RSO 0.104517020851105 X13 13 0.104517020851105
RSO 0.104517020851105 X13 14 0.104517020851105
RSO 0.104517020851105 X13 15 0.104517020851105
RSO 0.104517020851105 X13 16 0.104517020851105
RSO 0.104517020851105 X13 17 0.104517020851105
RSO 0.104517020851105 X13 18 0.104517020851105
RSO 0.104019495726934 X13 19 0.104019495726934
RSO 0.104019495726934 X13 20 0.104019495726934
RSO 0.104019495726934 X13 21 0.104019495726934
RSO 0.104019495726934 X13 22 0.104019495726934
RSO 0.104019495726934 X13 23 0.104019495726934
RSO 0.104019495726934 X13 24 0.104019495726934
RSO 0.104019495726934 X13 25 0.104019495726934
RSO 0.104019495726934 X13 26 0.104019495726934
RSO 0.109254191021127 X14 1 0.109254191021127
RSO 0.108673514602291 X14 2 0.108673514602291
RSO 0.107163015858854 X14 3 0.107163015858854
RSO 0.106099354742594 X14 4 0.106099354742594
RSO 0.106099354742594 X14 5 0.106099354742594
RSO 0.106099354742594 X14 6 0.106099354742594
RSO 0.10462248711091 X14 7 0.10462248711091
RSO 0.10462248711091 X14 8 0.10462248711091
RSO 0.10462248711091 X14 9 0.10462248711091
RSO 0.10462248711091 X14 10 0.10462248711091
RSO 0.10462248711091 X14 11 0.10462248711091
RSO 0.10462248711091 X14 12 0.10462248711091
RSO 0.10462248711091 X14 13 0.10462248711091
RSO 0.10462248711091 X14 14 0.10462248711091
RSO 0.10462248711091 X14 15 0.10462248711091
RSO 0.10462248711091 X14 16 0.10462248711091
RSO 0.104555581881513 X14 17 0.104555581881513
RSO 0.104555581881513 X14 18 0.104555581881513
RSO 0.104555581881513 X14 19 0.104555581881513
RSO 0.104555581881513 X14 20 0.104555581881513
RSO 0.104555581881513 X14 21 0.104555581881513
RSO 0.104555581881513 X14 22 0.104555581881513
RSO 0.104555581881513 X14 23 0.104555581881513
RSO 0.104550385633917 X14 24 0.104550385633917
RSO 0.104550385633917 X14 25 0.104550385633917
RSO 0.104127013286229 X14 26 0.104127013286229
RSO 0.106298976782164 X15 1 0.106298976782164
RSO 0.106298976782164 X15 2 0.106298976782164
RSO 0.106298976782164 X15 3 0.106298976782164
RSO 0.105821324330094 X15 4 0.105821324330094
RSO 0.105821324330094 X15 5 0.105821324330094
RSO 0.105821324330094 X15 6 0.105821324330094
RSO 0.105821324330094 X15 7 0.105821324330094
RSO 0.10466734370411 X15 8 0.10466734370411
RSO 0.10466734370411 X15 9 0.10466734370411
RSO 0.10466734370411 X15 10 0.10466734370411
RSO 0.10466734370411 X15 11 0.10466734370411
RSO 0.10466734370411 X15 12 0.10466734370411
RSO 0.10466734370411 X15 13 0.10466734370411
RSO 0.10466734370411 X15 14 0.10466734370411
RSO 0.10466734370411 X15 15 0.10466734370411
RSO 0.10466734370411 X15 16 0.10466734370411
RSO 0.10466734370411 X15 17 0.10466734370411
RSO 0.10466734370411 X15 18 0.10466734370411
RSO 0.10466734370411 X15 19 0.10466734370411
RSO 0.10466734370411 X15 20 0.10466734370411
RSO 0.10466734370411 X15 21 0.10466734370411
RSO 0.10466734370411 X15 22 0.10466734370411
RSO 0.10466734370411 X15 23 0.10466734370411
RSO 0.10466734370411 X15 24 0.10466734370411
RSO 0.10466734370411 X15 25 0.10466734370411
RSO 0.10466734370411 X15 26 0.10466734370411
RSO 0.111200381242323 X16 1 0.111200381242323
RSO 0.105818083050243 X16 2 0.105818083050243
RSO 0.105818083050243 X16 3 0.105818083050243
RSO 0.105818083050243 X16 4 0.105818083050243
RSO 0.105818083050243 X16 5 0.105818083050243
RSO 0.105818083050243 X16 6 0.105818083050243
RSO 0.105818083050243 X16 7 0.105818083050243
RSO 0.105818083050243 X16 8 0.105818083050243
RSO 0.105135028653976 X16 9 0.105135028653976
RSO 0.105135028653976 X16 10 0.105135028653976
RSO 0.105135028653976 X16 11 0.105135028653976
RSO 0.104901582839162 X16 12 0.104901582839162
RSO 0.104901582839162 X16 13 0.104901582839162
RSO 0.104901582839162 X16 14 0.104901582839162
RSO 0.104901582839162 X16 15 0.104901582839162
RSO 0.104901582839162 X16 16 0.104901582839162
RSO 0.104901582839162 X16 17 0.104901582839162
RSO 0.104901582839162 X16 18 0.104901582839162
RSO 0.104715702239528 X16 19 0.104715702239528
RSO 0.104715702239528 X16 20 0.104715702239528
RSO 0.104412676572782 X16 21 0.104412676572782
RSO 0.104412676572782 X16 22 0.104412676572782
RSO 0.104412676572782 X16 23 0.104412676572782
RSO 0.104290901915398 X16 24 0.104290901915398
RSO 0.104290901915398 X16 25 0.104290901915398
RSO 0.104290901915398 X16 26 0.104290901915398
RSO 0.110216222147617 X17 1 0.110216222147617
RSO 0.106681022811739 X17 2 0.106681022811739
RSO 0.106681022811739 X17 3 0.106681022811739
RSO 0.106681022811739 X17 4 0.106681022811739
RSO 0.106681022811739 X17 5 0.106681022811739
RSO 0.10497526529007 X17 6 0.10497526529007
RSO 0.10497526529007 X17 7 0.10497526529007
RSO 0.10497526529007 X17 8 0.10497526529007
RSO 0.10497526529007 X17 9 0.10497526529007
RSO 0.10497526529007 X17 10 0.10497526529007
RSO 0.10497526529007 X17 11 0.10497526529007
RSO 0.10497526529007 X17 12 0.10497526529007
RSO 0.10497526529007 X17 13 0.10497526529007
RSO 0.10497526529007 X17 14 0.10497526529007
RSO 0.104862500484023 X17 15 0.104862500484023
RSO 0.104862500484023 X17 16 0.104862500484023
RSO 0.104862500484023 X17 17 0.104862500484023
RSO 0.104862500484023 X17 18 0.104862500484023
RSO 0.104862500484023 X17 19 0.104862500484023
RSO 0.104862500484023 X17 20 0.104862500484023
RSO 0.104862500484023 X17 21 0.104862500484023
RSO 0.104862500484023 X17 22 0.104862500484023
RSO 0.104845444098787 X17 23 0.104845444098787
RSO 0.104845444098787 X17 24 0.104845444098787
RSO 0.104845444098787 X17 25 0.104845444098787
RSO 0.104845444098787 X17 26 0.104845444098787
RSO 0.113050936708159 X18 1 0.113050936708159
RSO 0.107886909247945 X18 2 0.107886909247945
RSO 0.105529932138068 X18 3 0.105529932138068
RSO 0.105529932138068 X18 4 0.105529932138068
RSO 0.105404151213451 X18 5 0.105404151213451
RSO 0.105404151213451 X18 6 0.105404151213451
RSO 0.105404151213451 X18 7 0.105404151213451
RSO 0.105166359137021 X18 8 0.105166359137021
RSO 0.104933026653673 X18 9 0.104933026653673
RSO 0.104933026653673 X18 10 0.104933026653673
RSO 0.104933026653673 X18 11 0.104933026653673
RSO 0.104933026653673 X18 12 0.104933026653673
RSO 0.104666091391441 X18 13 0.104666091391441
RSO 0.104666091391441 X18 14 0.104666091391441
RSO 0.104666091391441 X18 15 0.104666091391441
RSO 0.104666091391441 X18 16 0.104666091391441
RSO 0.104666091391441 X18 17 0.104666091391441
RSO 0.10452468205803 X18 18 0.10452468205803
RSO 0.10452468205803 X18 19 0.10452468205803
RSO 0.104213031866923 X18 20 0.104213031866923
RSO 0.104213031866923 X18 21 0.104213031866923
RSO 0.104213031866923 X18 22 0.104213031866923
RSO 0.104213031866923 X18 23 0.104213031866923
RSO 0.104213031866923 X18 24 0.104213031866923
RSO 0.104213031866923 X18 25 0.104213031866923
RSO 0.104213031866923 X18 26 0.104213031866923
RSO 0.11143251807873 X19 1 0.11143251807873
RSO 0.107954970458267 X19 2 0.107954970458267
RSO 0.104561605448791 X19 3 0.104561605448791
RSO 0.104561605448791 X19 4 0.104561605448791
RSO 0.104561605448791 X19 5 0.104561605448791
RSO 0.104361592415673 X19 6 0.104361592415673
RSO 0.104361592415673 X19 7 0.104361592415673
RSO 0.104361592415673 X19 8 0.104361592415673
RSO 0.104361592415673 X19 9 0.104361592415673
RSO 0.104361592415673 X19 10 0.104361592415673
RSO 0.104361592415673 X19 11 0.104361592415673
RSO 0.104361592415673 X19 12 0.104361592415673
RSO 0.104361592415673 X19 13 0.104361592415673
RSO 0.104361592415673 X19 14 0.104361592415673
RSO 0.104361592415673 X19 15 0.104361592415673
RSO 0.104361592415673 X19 16 0.104361592415673
RSO 0.104361592415673 X19 17 0.104361592415673
RSO 0.104361592415673 X19 18 0.104361592415673
RSO 0.104361592415673 X19 19 0.104361592415673
RSO 0.104361592415673 X19 20 0.104361592415673
RSO 0.104361592415673 X19 21 0.104361592415673
RSO 0.104361592415673 X19 22 0.104361592415673
RSO 0.104361592415673 X19 23 0.104361592415673
RSO 0.104361592415673 X19 24 0.104361592415673
RSO 0.104266320320995 X19 25 0.104266320320995
RSO 0.104266320320995 X19 26 0.104266320320995
RSO 0.112004269644833 X20 1 0.112004269644833
RSO 0.107384284207926 X20 2 0.107384284207926
RSO 0.107384284207926 X20 3 0.107384284207926
RSO 0.107384284207926 X20 4 0.107384284207926
RSO 0.107384284207926 X20 5 0.107384284207926
RSO 0.1054668008464 X20 6 0.1054668008464
RSO 0.1054668008464 X20 7 0.1054668008464
RSO 0.1054668008464 X20 8 0.1054668008464
RSO 0.1054668008464 X20 9 0.1054668008464
RSO 0.1054668008464 X20 10 0.1054668008464
RSO 0.1054668008464 X20 11 0.1054668008464
RSO 0.105411228763342 X20 12 0.105411228763342
RSO 0.105411228763342 X20 13 0.105411228763342
RSO 0.10477525225695 X20 14 0.10477525225695
RSO 0.10477525225695 X20 15 0.10477525225695
RSO 0.10477525225695 X20 16 0.10477525225695
RSO 0.10477525225695 X20 17 0.10477525225695
RSO 0.10477525225695 X20 18 0.10477525225695
RSO 0.10419537482493 X20 19 0.10419537482493
RSO 0.10419537482493 X20 20 0.10419537482493
RSO 0.10419537482493 X20 21 0.10419537482493
RSO 0.10419537482493 X20 22 0.10419537482493
RSO 0.10419537482493 X20 23 0.10419537482493
RSO 0.10419537482493 X20 24 0.10419537482493
RSO 0.10419537482493 X20 25 0.10419537482493
RSO 0.10419537482493 X20 26 0.10419537482493
EGO 0.113998189411825 X1 1 0.113998189411825
EGO 0.110416286179892 X1 2 0.110416286179892
EGO 0.106901327843373 X1 3 0.106901327843373
EGO 0.106901327843373 X1 4 0.106901327843373
EGO 0.105266073825062 X1 5 0.105266073825062
EGO 0.105266073825062 X1 6 0.105266073825062
EGO 0.105266073825062 X1 7 0.105266073825062
EGO 0.105266073825062 X1 8 0.105266073825062
EGO 0.104321518410227 X1 9 0.104321518410227
EGO 0.104321518410227 X1 10 0.104321518410227
EGO 0.104321518410227 X1 11 0.104321518410227
EGO 0.104321518410227 X1 12 0.104321518410227
EGO 0.104321518410227 X1 13 0.104321518410227
EGO 0.104321518410227 X1 14 0.104321518410227
EGO 0.104321518410227 X1 15 0.104321518410227
EGO 0.104321518410227 X1 16 0.104321518410227
EGO 0.104321518410227 X1 17 0.104321518410227
EGO 0.104321518410227 X1 18 0.104321518410227
EGO 0.104321518410227 X1 19 0.104321518410227
EGO 0.104321518410227 X1 20 0.104321518410227
EGO 0.104321518410227 X1 21 0.104321518410227
EGO 0.104321518410227 X1 22 0.104321518410227
EGO 0.104321518410227 X1 23 0.104321518410227
EGO 0.104321518410227 X1 24 0.104321518410227
EGO 0.104321518410227 X1 25 0.104321518410227
EGO 0.104321518410227 X1 26 0.104321518410227
EGO 0.112208872602215 X2 1 0.112208872602215
EGO 0.105916296096395 X2 2 0.105916296096395
EGO 0.105916296096395 X2 3 0.105916296096395
EGO 0.105916296096395 X2 4 0.105916296096395
EGO 0.105916296096395 X2 5 0.105916296096395
EGO 0.105916296096395 X2 6 0.105916296096395
EGO 0.105916296096395 X2 7 0.105916296096395
EGO 0.105916296096395 X2 8 0.105916296096395
EGO 0.104960299870333 X2 9 0.104960299870333
EGO 0.104960299870333 X2 10 0.104960299870333
EGO 0.104960299870333 X2 11 0.104960299870333
EGO 0.104960299870333 X2 12 0.104960299870333
