"DE1" "DE4" "DEoptim"
"1" 0.171784831111015 0.169934591111004 0.169293311111055
"2" 0.171436031111 0.170897151111127 0.170051071111045
"3" 0.171262591111186 0.168108031111044 0.170703871111136
"4" 0.17057587111103 0.171369471111189 0.166602751111064
"5" 0.170648191111129 0.167192831111072 0.170906751111047
"6" 0.171435391110981 0.166194431110919 0.168324991111142
"7" 0.168408831111133 0.170174591111141 0.1704939511111
"8" 0.169612031111058 0.16989427111095 0.166007551111187
"9" 0.171435391111148 0.170224511111115 0.16883251111114
"10" 0.170643071111094 0.169277951111178 0.168082431111112
"11" 0.169446911111114 0.167199231111095 0.171158271111124
"12" 0.169153791111105 0.16773683111089 0.166113791111186
"13" 0.169933311111078 0.167348991111059 0.167476351111077
"14" 0.167955711111133 0.169724671111052 0.169082751110994
"15" 0.170492031111115 0.169638271111154 0.167610111111147
"16" 0.171700991111023 0.171319551111035 0.168708351111123
"17" 0.169838591111138 0.165933311111137 0.170691071111166
"18" 0.170827391111066 0.170459391111155 0.167294591111151
"19" 0.169303551111055 0.171506431111086 0.168757631111044
"20" 0.167964031111127 0.167756671111144 0.168357631111123
"21" 0.1695198711111 0.170523391111108 0.167353471111076
"22" 0.171802111111022 0.168157311111014 0.168449151111014
"23" 0.168375551111086 0.174168191111018 0.166538111111218
"24" 0.169820671111105 0.169938431111002 0.167272191111088
"25" 0.170160511111031 0.170545151111076 0.166080511111083
"26" 0.17055155111096 0.168079871111025 0.167392511111003
"27" 0.16889395111111 0.168536831110976 0.164811391111137
"28" 0.168380031111116 0.169021951111063 0.166839551111159
"29" 0.16943475111119 0.171294591111079 0.166868991111062
"30" 0.170535551111121 0.170433151111107 0.173070591111074
"31" 0.166888831110969 0.168200191111093 0.169172991111154
"32" 0.167405951111123 0.17075251111108 0.167247871111137
"33" 0.168821631111031 0.169462911111154 0.167178751111108
"34" 0.170184191111096 0.170349951111121 0.167336191111069
"35" 0.168600831111074 0.16990899111103 0.169956351111084
"36" 0.170724351111089 0.170081791111068 0.169282431111098
"37" 0.169616511111206 0.17342835111122 0.167062271111067
"38" 0.172611711111138 0.171455231111041 0.168366591111156
"39" 0.170202111111163 0.17052595111107 0.166958591111162
"40" 0.17068915111098 0.171130111111001 0.167982591110928
"41" 0.171090431111104 0.171254911111016 0.171031551110978
"42" 0.169244671111117 0.172211071111109 0.167858431111119
"43" 0.170796031111024 0.170818431111067 0.168973311111043
"44" 0.169435391111 0.171190911110987 0.169306111110996
"45" 0.172537471111039 0.169485311110995 0.167066751111063
"46" 0.168097151111067 0.170659071111086 0.168045951111105
"47" 0.171104511111027 0.171736191111119 0.167712511111154
"48" 0.170861951111094 0.168758271111007 0.169473791111187
"49" 0.170345471111076 0.16762355111119 0.165845631111071
"50" 0.172173311111093 0.170146431111011 0.169351551111023
"51" 0.169302911111002 0.171149951111074 0.167768831111179
"52" 0.16955443111117 0.172804991111018 0.165752191111
"53" 0.171512191111015 0.171041151111079 0.167090431110989
"54" 0.168878591111019 0.169297791111078 0.165798271111191
"55" 0.169924991111049 0.172335231111188 0.171298431111057
"56" 0.170632831111087 0.170648831110981 0.167936511110994
"57" 0.171814271111001 0.168406911110995 0.171478911110974
"58" 0.170028031111075 0.167222271111073 0.172701951111187
"59" 0.169834111111052 0.170797311110971 0.168769791111099
"60" 0.171480831111091 0.172039551111058 0.169771391110976
"61" 0.17037043111108 0.171819391111112 0.167692031111152
"62" 0.168884991111042 0.170867711111126 0.169426431111071
"63" 0.172755071111134 0.170323711111066 0.165581311111093
"64" 0.168814591111156 0.170529151111008 0.169053311111104
"65" 0.166833791111022 0.16700915111114 0.169782271111071
"66" 0.170248831111088 0.172537471111088 0.166980991111024
"67" 0.170936191111137 0.171502591111108 0.171004671111107
"68" 0.168100991111086 0.169753471111082 0.168262911111057
"69" 0.169656191111041 0.170915711111073 0.168154751111101
"70" 0.169844351111011 0.168789631110965 0.171451391111174
"71" 0.168149631111184 0.167044351111138 0.16619059111106
"72" 0.16812211111103 0.171727871111103 0.164700031111117
"73" 0.168588031111201 0.17140979111116 0.170599551111088
"74" 0.169838591111041 0.172196991111061 0.16708723111112
"75" 0.168420351111087 0.169783551111038 0.167996031110909
"76" 0.168563711111125 0.17195251111117 0.169510271111291
