method values ind nstep y
RSO 0.170375423111108 X1 1 0.170375423111108
RSO 0.169033151111111 X1 2 0.169033151111111
RSO 0.169033151111111 X1 3 0.169033151111111
RSO 0.169033151111111 X1 4 0.169033151111111
RSO 0.169033151111111 X1 5 0.169033151111111
RSO 0.167834943111112 X1 6 0.167834943111112
RSO 0.167834943111112 X1 7 0.167834943111112
RSO 0.167757055111109 X1 8 0.167757055111109
RSO 0.167757055111109 X1 9 0.167757055111109
RSO 0.167757055111109 X1 10 0.167757055111109
RSO 0.167757055111109 X1 11 0.167757055111109
RSO 0.167757055111109 X1 12 0.167757055111109
RSO 0.167757055111109 X1 13 0.167757055111109
RSO 0.167757055111109 X1 14 0.167757055111109
RSO 0.167757055111109 X1 15 0.167757055111109
RSO 0.167757055111109 X1 16 0.167757055111109
RSO 0.167757055111109 X1 17 0.167757055111109
RSO 0.167757055111109 X1 18 0.167757055111109
RSO 0.167757055111109 X1 19 0.167757055111109
RSO 0.167757055111109 X1 20 0.167757055111109
RSO 0.167757055111109 X1 21 0.167757055111109
RSO 0.167757055111109 X1 22 0.167757055111109
RSO 0.167757055111109 X1 23 0.167757055111109
RSO 0.167757055111109 X1 24 0.167757055111109
RSO 0.167757055111109 X1 25 0.167757055111109
RSO 0.167757055111109 X1 26 0.167757055111109
RSO 0.17014623911111 X2 1 0.17014623911111
RSO 0.16873574311111 X2 2 0.16873574311111
RSO 0.16873574311111 X2 3 0.16873574311111
RSO 0.16873574311111 X2 4 0.16873574311111
RSO 0.16873574311111 X2 5 0.16873574311111
RSO 0.16873574311111 X2 6 0.16873574311111
RSO 0.16873574311111 X2 7 0.16873574311111
RSO 0.16873574311111 X2 8 0.16873574311111
RSO 0.16873574311111 X2 9 0.16873574311111
RSO 0.16873574311111 X2 10 0.16873574311111
RSO 0.16873574311111 X2 11 0.16873574311111
RSO 0.16873574311111 X2 12 0.16873574311111
RSO 0.16873574311111 X2 13 0.16873574311111
RSO 0.16832249511111 X2 14 0.16832249511111
RSO 0.16832249511111 X2 15 0.16832249511111
RSO 0.167682687111113 X2 16 0.167682687111113
