"DE1" "DE4" "SO_optim"
0.107800516673421 0.108221259731162 0.108673792264372
0.107652505782267 0.107398529972866 0.105530487462244
0.106557723846171 0.108611969951114 0.107951190853967
0.108704165096559 0.110114291829465 0.106475841863886
0.107214649673563 0.108728078035327 0.107219862920869
0.106462242088285 0.108077725432816 0.108895411940979
0.106867458735546 0.109076628950898 0.107028162750593
0.1059181943984 0.108613839920255 0.108154224170584
0.107319764605832 0.106876751915539 0.106431302598783
0.106815666256786 0.106850402350315 0.107456102356258
0.105457841994217 0.107334157701679 0.107332174401065
0.106656548882228 0.107279361939137 0.107636809374593
0.10634913728785 0.108145157653512 0.1076538090941
0.107549204153415 0.106425409362697 0.107343054221554
0.106556930525928 0.105831325831737 0.107115881303237
0.108825033102233 0.107403573222992 0.106547354017279
0.106268218623005 0.107653809094107 0.106431755924646
0.105147483781792 0.108883455471602 0.108507818336268
0.10811467148987 0.107712741455046 0.107266328820851
0.106422746073295 0.1072258128227 0.108788370373841
0.106737354215597 0.107349854109356 0.105909241212794
0.106368573633813 0.10970153863989 0.106961467184401
0.105730347497883 0.108127817939622 0.108424293047783
0.106025292631286 0.108110194897069 0.108999846884478
0.107777453720637 0.107046295784733 0.105888388223545
0.10774067766077 0.107133731008718 0.107914528125568
0.105854898776118 0.106477371838647 0.107774507102584
0.106762060474618 0.105388199809986 0.107223489527707
0.107452249086506 0.108416926502652 0.108430526278267
0.106415039533802 0.107690131828101 0.108159947409488
0.10657631020617 0.108733404614102 0.107431736091641
0.10619596981511 0.109100145229548 0.106506441358994
0.108178647100936 0.107124267831531 0.106446149020487
0.106294284859577 0.108456252520449 0.107954987457984
0.109111761704549 0.108258319119675 0.107985360290174
0.108077045444036 0.106974443636963 0.10806599562635
0.107262078890977 0.105714707755934 0.107943200985797
0.10655982047824 0.107624229582156 0.108458972475564
0.108600976799159 0.107094291659469 0.109246626145944
0.106260228754838 0.108819139866139 0.107799326693057
0.109338084636878 0.106533527578744 0.107137414281276
0.107884041961919 0.109249969424123 0.108206129980803
0.106290941581412 0.10842395305339 0.107121037884825
0.106258472117156 0.1085105382914 0.106305051348603
0.10660373642029 0.107557590681699 0.108085771966717
0.106919251214307 0.107736597728086 0.10752869115855
0.106381550086371 0.107837462730482 0.106720694490497
0.107288541787681 0.107087321774474 0.105409222796442
0.106424276048067 0.106894601621024 0.106604586406274
0.106850345684587 0.109263909194114 0.105587266525382
