"","n","k","NP","itermax","pMut","pCR","pGBest","1","2","3","4","5","6","7","8","9","10"
"1",30,3,10,500,0.05,0.05,0.05,0.566250857338822,0.563040980795605,0.554920267489718,0.523095850480111,0.504769375857347,0.543507373113858,0.571189128943765,0.480736454046629,0.556977880658449,0.560709019204388
"2",30,3,100,500,0.05,0.05,0.05,0.493877743484229,0.510503257887512,0.523946330589845,0.456346879286688,0.528335905349793,0.538623971193419,0.458788580246915,0.44998199588478,0.525811899862824,0.45382287379972
"3",30,3,10,1500,0.05,0.05,0.05,0.433082133058982,0.468610253772296,0.434783093278455,0.472423696844998,0.444988854595346,0.44589420438957,0.49678583676268,0.447540294924553,0.461422325102878,0.464385288065847
"4",30,3,100,1500,0.05,0.05,0.05,0.437938100137175,0.407101337448555,0.404138374485587,0.432780349794236,0.4207090192044,0.409680212620028,0.443671982167354,0.425592421124818,0.422025891632372,0.407677469135802
"5",30,3,10,500,0.95,0.05,0.05,0.468390775034286,0.468610253772296,0.4675128600823,0.461778978052128,0.477718621399177,0.476538923182446,0.462711762688618,0.467787208504801,0.458541666666666,0.460571844993138
"6",30,3,100,500,0.95,0.05,0.05,0.450997085048005,0.462409979423865,0.444632201646089,0.465537551440333,0.458020404663924,0.458761145404663,0.450558127572026,0.457197359396443,0.451189128943756,0.458185013717423
"7",30,3,10,1500,0.95,0.05,0.05,0.425016289437585,0.431957304526748,0.422931241426616,0.418541666666668,0.42819873113855,0.432835219478733,0.425811899862828,0.430475823045263,0.423370198902609,0.428582818930046
"8",30,3,100,1500,0.95,0.05,0.05,0.411984739369001,0.422190500685864,0.415880486968452,0.419693930041161,0.417938100137176,0.419858539094653,0.417855795610426,0.4204346707819,0.427677469135801,0.417032750342938
"9",30,3,10,500,0.05,0.95,0.05,0.439364711934148,0.462355109739368,0.430311213991771,0.440105452674901,0.437855795610426,0.430667866941015,0.459035493827163,0.451655521262001,0.455222050754454,0.435688443072707
"10",30,3,100,500,0.05,0.95,0.05,0.395359224965711,0.401669238683129,0.397883230452679,0.395057441700958,0.396511488340197,0.395386659807949,0.394645919067217,0.394453875171466,0.39343878600822,0.397142489711927
"11",30,3,10,1500,0.05,0.95,0.05,0.406497770919063,0.394947702331963,0.413246742112475,0.410366083676263,0.418953189300415,0.405921639231831,0.409323559670778,0.404083504801089,0.408226165980803,0.40471450617284
"12",30,3,100,1500,0.05,0.95,0.05,0.387512860082297,0.390777606310025,0.38531807270234,0.394399005486962,0.387595164609053,0.39343878600822,0.3951397462277,0.383452503429353,0.382135631001382,0.388719993141294
"13",30,3,10,500,0.95,0.95,0.05,0.500215192043893,0.506525205761318,0.48850051440328,0.516840706447183,0.5276225994513,0.505921639231827,0.519803669410152,0.516401748971197,0.504275548696843,0.501120541838138
"14",30,3,100,500,0.95,0.95,0.05,0.496456618655688,0.496456618655688,0.466689814814812,0.514152091906715,0.507183641975315,0.506470336076821,0.493822873799732,0.48131258573389,0.498020404663915,0.511189128943747
"15",30,3,10,1500,0.95,0.95,0.05,0.47338391632374,0.472862654320984,0.493137002743491,0.473219307270234,0.472286522633744,0.464933984910834,0.475633573388201,0.464083504801108,0.461586934156377,0.46929612482853
"16",30,3,100,1500,0.95,0.95,0.05,0.476758401920442,0.464961419753093,0.470036865569269,0.474975137174205,0.492204218106994,0.485811899862819,0.463013545953364,0.476429183813451,0.480846193415645,0.466772119341562
"17",30,3,10,500,0.05,0.05,0.95,0.456977880658439,0.452944958847741,0.481943587105627,0.483754286694102,0.472506001371741,0.489131515775044,0.458185013717423,0.475112311385459,0.486909293552808,0.470064300411528
"18",30,3,100,500,0.05,0.05,0.95,0.406744684499312,0.398651406035677,0.406552640603561,0.407759773662551,0.406333161865564,0.410997085048014,0.397142489711927,0.405098593964336,0.395112311385462,0.400132887517148
"19",30,3,10,1500,0.05,0.05,0.95,0.432862654320992,0.439940843621395,0.432752914951991,0.430695301783267,0.428939471879296,0.442327674897117,0.422409979423867,0.430530692729761,0.437883230452671,0.442958676268868
