"","n","k","NP","itermax","pMut","pCR","pGBest","1","2","3","4","5","6","7","8","9","10"
"1",50,5,10,541,0.288775510204082,0.454081632653061,0.692857142857143,0.21371059111111,0.203190911111102,0.212618111111104,0.213473791111113,0.213857151111115,0.213642111111106,0.208490111111105,0.209147391111102,0.205324671111111,0.216685951111115
"2",50,5,12,1378,0.711224489795918,0.196938775510204,0.58265306122449,0.189473151111112,0.190547071111102,0.189475071111105,0.190708991111101,0.188326271111101,0.188742271111104,0.188015871111114,0.193135231111113,0.186051071111103,0.191095551111096
"3",50,5,14,1153,0.41734693877551,0.380612244897959,0.160204081632653,0.196445311111113,0.196680191111104,0.201880831111098,0.197713151111112,0.197900031111108,0.195039871111108,0.202092671111105,0.193562751111105,0.198232191111099,0.1981310711111
"4",50,5,16,724,0.086734693877551,0.747959183673469,0.196938775510204,0.202933631111103,0.205453311111103,0.208484991111098,0.210534911111109,0.210573951111112,0.201608191111105,0.203345791111108,0.209181311111112,0.204486271111103,0.206641791111115
"5",50,5,17,1337,0.876530612244898,0.858163265306122,0.78469387755102,0.230138751111102,0.234285951111107,0.22734259111111,0.228001151111115,0.224470271111103,0.233393791111113,0.229210111111107,0.230788991111106,0.232993791111108,0.235949951111113
"6",50,5,19,1010,0.766326530612245,0.527551020408163,0.270408163265306,0.213875711111103,0.217229311111108,0.220652671111106,0.215359871111105,0.227421311111108,0.217609471111102,0.2197182711111,0.215660031111106,0.218942591111111,0.216267391111101
"7",50,5,21,1276,0.362244897959184,0.233673469387755,0.931632653061224,0.17672051111111,0.183220991111101,0.181132031111107,0.177830271111103,0.1764555511111,0.178702591111107,0.178793471111105,0.183562751111102,0.180991871111112,0.182167551111105
"8",50,5,23,908,0.527551020408163,0.711224489795918,0.729591836734694,0.191710591111109,0.193190911111099,0.192831231111114,0.191348991111097,0.193247871111107,0.192503551111105,0.19100531111111,0.199558911111099,0.196288511111108,0.195193471111105
"9",50,5,25,643,0.656122448979592,0.307142857142857,0.380612244897959,0.202321151111115,0.202047871111111,0.201289471111102,0.205716991111098,0.203898111111107,0.204905471111107,0.204282751111104,0.205277311111113,0.207986431111098,0.208203391111106
"10",50,5,27,1194,0.196938775510204,0.821428571428571,0.343877551020408,0.175436671111105,0.182247551111105,0.186526591111111,0.176419711111105,0.180754431111103,0.17758003111111,0.1788363511111,0.179973631111101,0.179869951111106,0.176832511111114
"11",50,5,28,745,0.894897959183673,0.58265306122449,0.545918367346939,0.230991231111109,0.230678271111097,0.226856831111108,0.224121471111102,0.232252031111109,0.221404031111101,0.228576511111106,0.228031231111106,0.23470195111111,0.232323071111103
"12",50,5,30,561,0.472448979591837,0.913265306122449,0.123469387755102,0.220843391111107,0.234851711111102,0.231117951111109,0.2272702711111,0.224922111111102,0.227456511111113,0.230972671111107,0.225121151111111,0.227597311111112,0.225588991111102
"13",50,5,32,1418,0.325510204081633,0.105102040816327,0.21530612244898,0.187578751111105,0.182918271111103,0.199193471111102,0.1883422711111,0.18435955111111,0.196618111111109,0.186815871111114,0.184165631111101,0.19448179111111,0.193003391111106
"14",50,5,34,806,0.178571428571429,0.252040816326531,0.601020408163265,0.188634111111106,0.192362751111112,0.186985471111109,0.187209471111109,0.1908984311111,0.191792511111115,0.188813311111105,0.188006911111101,0.189132671111106,0.182686591111113
"15",50,5,36,1071,0.803061224489796,0.0683673469387755,0.747959183673469,0.18139507111109,0.183241471111102,0.182221311111112,0.180898431111097,0.182948991111105,0.18236787111111,0.181990911111103,0.183333631111102,0.184548991111103,0.180933631111109
"16",50,5,38,1500,0.564285714285714,0.362244897959184,0.509183673469388,0.177899391111104,0.177682431111097,0.177540351111102,0.176426751111104,0.1768062711111,0.179018111111109,0.175445631111097,0.177930111111106,0.174199551111101,0.174849151111114
"17",50,5,39,1235,0.931632653061224,0.729591836734694,0.0683673469387755,0.277934591111119,0.309185151111113,0.278847231111108,0.263387391111106,0.272729471111101,0.286070271111105,0.2924689911111,0.287109631111102,0.280790271111102,0.2781355511111
